er,sx,sy,sz,u (sy/sx),v (sz/sx),d,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
1.75,1.0,0.7,0.3,0.7,0.3,0.03,0.66735015006491,0.6314437694025596,0.5322632240848016,1.4984637373689578,1.583672289531259,1.878769666492452,4.960905693392668
2,1.0,0.7,0.3,0.7,0.3,0.03,0.8600604383335346,0.8014979999315426,0.6486071521770953,1.1627089858215247,1.2476637497353853,1.541765299138978,3.9521380346958885
3,1.0,0.7,0.3,0.7,0.3,0.03,1.524350031408488,1.3509466237958496,0.9699248975055821,0.6560173053403013,0.7402216952067505,1.0310076610794958,2.4272466616265476
5,1.0,0.7,0.3,0.7,0.3,0.03,2.5052795578810816,2.072636608027011,1.3003753905582998,0.39915705089845593,0.4824772447457262,0.7690087087626771,1.6506430044068592
8,1.0,0.7,0.3,0.7,0.3,0.03,3.482273769569568,2.7043532601399165,1.5318132257957042,0.28716869096814485,0.36977417659860845,0.6528211032259155,1.3097639707926687
10,1.0,0.7,0.3,0.7,0.3,0.03,3.9444735199573375,2.977639382426758,1.6196133825570147,0.25351925800501146,0.3358365038767744,0.6174313022909326,1.2067870641727185
12.5,1.0,0.7,0.3,0.7,0.3,0.03,4.393208778366923,3.2288542829953815,1.6950384319333305,0.22762405577540695,0.3097073798797474,0.5899571249599443,1.1272885606150989
15,1.0,0.7,0.3,0.7,0.3,0.03,4.745886398697149,3.416943445563789,1.7486761518425078,0.21070879409893212,0.29265921895731056,0.5718611756364044,1.075229188692647
17.5,1.0,0.7,0.3,0.7,0.3,0.03,5.038759554611106,3.5638787348186844,1.789400833296174,0.1984615437910453,0.28059316110565585,0.5588462804937592,1.0379009853904604
20,1.0,0.7,0.3,0.7,0.3,0.03,5.281796353488833,3.6834634526553844,1.8220428204672703,0.18932952599345504,0.2714836221000392,0.5488345217614292,1.0096476698549235
0.5,1.0,0.7,0.2,0.7,0.2,0.02,-0.5405765506674599,-0.560459959937459,-0.7553524252817093,-1.8498767635504747,-1.7842487804331084,-1.323885336870467,-4.95801088085405
1.25,1.0,0.7,0.2,0.7,0.2,0.02,0.24189937069406567,0.23823853455718177,0.21483884687497803,4.1339503990058635,4.197473770810074,4.6546516821603205,12.986075851976258
1.5,1.0,0.7,0.2,0.7,0.2,0.02,0.46928854698030054,0.4557771144375975,0.3773730449870779,2.1308851588955937,2.194054875339544,2.649897795520192,6.974837829755329
1.75,1.0,0.7,0.2,0.7,0.2,0.02,0.6841238827311457,0.655902686297138,0.505256659308055,1.4617235638782555,1.5246164116897343,1.97919212261248,4.96553209818047
2,1.0,0.7,0.2,0.7,0.2,0.02,0.8878533095616454,0.841055998809829,0.6088728950245546,1.1263121838152792,1.1889814725952748,1.6423789072753388,3.9576725636858927
3,1.0,0.7,0.2,0.7,0.2,0.02,1.6114868850150559,1.464942983795462,0.8832471758832454,0.6205449199114377,0.6826204234987632,1.1321859014154243,2.4353512448256254
5,1.0,0.7,0.2,0.7,0.2,0.02,2.7431167451472196,2.34730307624964,1.148322628212564,0.3645488300011567,0.4260208279527889,0.8708354041203233,1.661405062074269
8,1.0,0.7,0.2,0.7,0.2,0.02,3.9510354571836013,3.1835541529819262,1.3241378736802771,0.253098209529313,0.3141143363505641,0.755208366044711,1.322420911924588
10,1.0,0.7,0.2,0.7,0.2,0.02,4.552836877357768,3.5654406171670474,1.3886972294490916,0.21964327449841525,0.2804702440380451,0.7200993699661292,1.2202128885025896
12.5,1.0,0.7,0.2,0.7,0.2,0.02,5.156711754760731,3.9281108607214583,1.4430926856179096,0.19392202774894088,0.25457529979597737,0.6929561835952455,1.1414535111401638
15,1.0,0.7,0.2,0.7,0.2,0.02,5.646075037071529,4.207451052572883,1.4810081903585741,0.17711418878320007,0.23767359085223194,0.6752157121817707,1.0900034918172028
17.5,1.0,0.7,0.2,0.7,0.2,0.02,6.056637731474516,4.433178002906509,1.5091420985384845,0.16510810854730543,0.22557181312015298,0.6626281255876708,1.0533080472551293
20,1.0,0.7,0.2,0.7,0.2,0.02,6.42043798968854,4.62467419407136,1.531008525713123,0.1557526140126323,0.21623144853792262,0.6531642268511951,1.02514828940175
0.5,1.0,0.5,0.5,0.5,0.5,0.05,-0.559232508567537,-0.6328571829702264,-0.6328571829702264,-1.7881650023556037,-1.5801353400251228,-1.5801353400251228,-4.948435682405849
1.25,1.0,0.5,0.5,0.5,0.5,0.05,0.23862920558862893,0.22746971050375564,0.22746971050375567,4.1906018902141104,4.396189707128015,4.396189707128015,12.98298130447014
1.5,1.0,0.5,0.5,0.5,0.5,0.05,0.45733720624352187,0.41817108914335155,0.41817108914335155,2.1865704043933007,2.3913657016523064,2.3913657016523064,6.969301807697914
1.75,1.0,0.5,0.5,0.5,0.5,0.05,0.6593548937187215,0.581161046196918,0.5811610461969182,1.5166339243499973,1.7206934403878895,1.7206934403878889,4.958020805125775
2,1.0,0.5,0.5,0.5,0.5,0.05,0.8470348681186199,0.7225587294637693,0.7225587294637685,1.1805889434293733,1.3839705469230543,1.3839705469230557,3.948530037275483
3,1.0,0.5,0.5,0.5,0.5,0.05,1.4855634189046123,1.1437477393420588,1.1437477393420585,0.6731452775926289,0.8743186680091278,0.874318668009128,2.4217826136108846
5,1.0,0.5,0.5,0.5,0.5,0.05,2.406270409188363,1.628862701212157,1.6288627012121564,0.4155808907350944,0.613925286186384,0.6139252861863842,1.6434314631078626
8,1.0,0.5,0.5,0.5,0.5,0.05,3.2990775578667635,2.003552211854053,2.0035522118540507,0.3031150321445053,0.49911352151617605,0.4991135215161766,1.301342075176858
10,1.0,0.5,0.5,0.5,0.5,0.05,3.713866081013278,2.153795652476735,2.1537956524767354,0.269261189872297,0.46429660067799855,0.4642966006779985,1.1978543912282942
12.5,1.0,0.5,0.5,0.5,0.5,0.05,4.112939534539043,2.2865003075127572,2.286500307512757,0.24313510850386835,0.43734960223460223,0.4373496022346023,1.117834312973073
